time,decibel
0.0,-73.046036
0.023219954648526078,-69.878044
0.046439909297052155,-70.79867
0.06965986394557823,-71.27946
0.09287981859410431,-71.548615
0.11609977324263039,-71.677025
0.13931972789115646,-72.09939
0.16253968253968254,-72.3498
0.18575963718820862,-72.44868
0.2089795918367347,-72.5073
0.23219954648526078,-72.71014
0.25541950113378686,-72.99715
0.2786394557823129,-72.820244
0.301859410430839,-73.17977
0.3250793650793651,-73.66832
0.34829931972789113,-73.767746
0.37151927437641724,-73.60047
0.3947392290249433,-73.97886
0.4179591836734694,-73.87874
0.44117913832199546,-74.00727
0.46439909297052157,-74.24064
0.4876190476190476,-74.376045
0.5108390022675737,-74.45471
0.5340589569160997,-74.7916
0.5572789115646258,-74.79976
0.5804988662131519,-75.02487
0.603718820861678,-75.20369
0.626938775510204,-75.398735
0.6501587301587302,-75.19828
0.6733786848072563,-75.337074
0.6965986394557823,-75.41327
0.7198185941043084,-75.41518
0.7430385487528345,-75.589905
0.7662585034013606,-75.57762
0.7894784580498866,-75.660446
0.8126984126984127,-75.4632
0.8359183673469388,-75.358406
0.8591383219954648,-75.01018
0.8823582766439909,-74.48989
0.905578231292517,-73.59656
0.9287981859410431,-72.86319
0.9520181405895691,-72.50766
0.9752380952380952,-72.0098
0.9984580498866213,-71.769875
1.0216780045351475,-70.95446
1.0448979591836736,-70.115
1.0681179138321995,-69.67741
1.0913378684807256,-69.67554
1.1145578231292517,-69.258156
1.1377777777777778,-69.21712
1.1609977324263039,-69.518326
1.18421768707483,-68.84826
1.207437641723356,-68.43776
1.230657596371882,-67.47528
1.253877551020408,-66.507095
1.2770975056689342,-65.89799
1.3003174603174603,-64.845276
1.3235374149659864,-64.472176
1.3467573696145125,-64.903595
1.3699773242630386,-65.14296
1.3931972789115645,-64.91624
1.4164172335600906,-64.93312
1.4396371882086167,-65.013275
1.4628571428571429,-64.985054
1.486077097505669,-65.52724
1.509297052154195,-66.30134
1.5325170068027212,-66.7124
1.555736961451247,-66.68764
1.5789569160997732,-67.09156
1.6021768707482993,-67.46368
1.6253968253968254,-67.63761
1.6486167800453515,-67.49449
1.6718367346938776,-67.02469
1.6950566893424037,-66.62066
1.7182766439909296,-66.69706
1.7414965986394557,-66.92748
1.7647165532879818,-66.73435
1.787936507936508,-66.35132
1.811156462585034,-66.643074
1.8343764172335602,-66.73548
1.8575963718820863,-66.98656
1.8808163265306121,-66.50019
1.9040362811791383,-65.64845
1.9272562358276644,-65.90939
1.9504761904761905,-65.59869
1.9736961451247166,-65.457504
1.9969160997732427,-65.53144
2.020136054421769,-65.41536
2.043356009070295,-65.42364
2.066575963718821,-66.00545
2.089795918367347,-65.87767
2.1130158730158732,-65.639595
2.136235827664399,-65.39427
2.159455782312925,-65.561584
2.182675736961451,-64.912025
2.2058956916099772,-64.899315
2.2291156462585033,-65.078606
2.2523356009070294,-64.54903
2.2755555555555556,-64.489044
2.2987755102040817,-64.43542
2.3219954648526078,-64.190384
2.345215419501134,-63.899372
2.36843537414966,-63.755768
2.391655328798186,-63.424618
2.414875283446712,-62.837753
2.4380952380952383,-62.40492
2.461315192743764,-62.52298
2.48453514739229,-62.813385
2.507755102040816,-62.60034
2.5309750566893423,-62.21503
2.5541950113378684,-62.26654
2.5774149659863945,-61.662292
2.6006349206349206,-60.261036
2.6238548752834467,-58.708702
2.647074829931973,-57.13157
2.670294784580499,-55.36692
2.693514739229025,-53.633568
2.716734693877551,-52.782925
2.7399546485260773,-53.28544
2.7631746031746034,-53.646355
2.786394557823129,-55.323265
2.809614512471655,-58.564438
2.8328344671201813,-57.603916
2.8560544217687074,-55.883377
2.8792743764172335,-56.840836
2.9024943310657596,-55.133335
2.9257142857142857,-53.123447
2.948934240362812,-53.46827
2.972154195011338,-57.260574
2.995374149659864,-66.49202
3.01859410430839,-76.38834
3.0418140589569163,-76.92463
3.0650340136054424,-77.200745
3.0882539682539685,-77.579575
3.111473922902494,-77.64888
3.1346938775510202,-77.72168
3.1579138321995464,-77.22481
3.1811337868480725,-77.316414
3.2043537414965986,-77.33259
3.2275736961451247,-77.44997
3.250793650793651,-77.54258
3.274013605442177,-77.49852
3.297233560090703,-77.372444
3.320453514739229,-77.434814
3.3436734693877552,-77.272644
3.3668934240362813,-77.03555
3.3901133786848074,-77.183655
3.4133333333333336,-76.76977
3.436553287981859,-76.28763
3.4597732426303853,-76.52874
3.4829931972789114,-76.871086
3.5062131519274375,-76.54419
3.5294331065759637,-75.92027
3.5526530612244898,-75.095955
3.575873015873016,-74.83877
3.599092970521542,-73.36098
3.622312925170068,-69.16609
3.645532879818594,-64.875626
3.6687528344671203,-60.644207
3.6919727891156464,-59.06789
