t0,decibel,new_decibel
1.509297052154195,-66.30134,-66.30134
1.5325170068027212,-66.7124,-66.7124
1.555736961451247,-66.68764,-66.68764
1.5789569160997732,-67.09156,-67.09156
1.6021768707482993,-67.46368,-67.46368
1.6253968253968254,-67.63761,-67.63761
1.6486167800453515,-67.49449,-67.49449
1.6718367346938776,-67.02469,-67.02469
1.6950566893424035,-66.62066,-66.62066
1.7182766439909296,-66.69706,-66.69706
1.7414965986394555,-66.92748,-66.92748
1.7647165532879818,-66.73435,-66.73435
1.787936507936508,-66.35132,-66.35132
1.811156462585034,-66.643074,-66.643074
1.83437641723356,-66.73548,-66.73548
1.8575963718820865,-66.98656,-66.98656
1.880816326530612,-66.50019,-66.50019
1.9040362811791385,-65.64845,-65.64845
1.9272562358276644,-65.90939,-65.90939
1.9504761904761905,-65.59869,-65.59869
1.9736961451247168,-65.457504,-65.457504
1.9969160997732427,-65.53144,-65.53144
2.020136054421769,-65.41536,-65.41536
2.043356009070295,-65.42364,-65.42364
2.066575963718821,-66.00545,-66.00545
2.089795918367347,-65.87767,-65.87767
2.113015873015873,-65.639595,-65.639595
2.136235827664399,-65.39427,-65.39427
2.159455782312925,-65.561584,-65.561584
2.182675736961451,-64.912025,-64.89041823003124
2.205895691609977,-64.899315,-64.87465062346125
2.229115646258504,-65.078606,-65.078606
2.252335600907029,-64.54903,-64.44645619704501
2.275555555555556,-64.489044,-64.37435880169681
2.2987755102040817,-64.43542,-64.31021252881999
2.321995464852608,-64.190384,-64.02075390337279
2.345215419501134,-63.899372,-63.6847840997192
2.36843537414966,-63.755768,-63.522115663491206
2.391655328798186,-63.424618,-63.1548639222962
2.414875283446712,-62.837753,-62.53095685445045
2.4380952380952383,-62.40492,-62.09287201032
2.461315192743764,-62.52298,-62.21050640402
2.48453514739229,-62.813385,-62.505795507911245
2.507755102040816,-62.60034,-62.288343405780005
2.5309750566893423,-62.21503,-61.906590395045
2.5541950113378684,-62.26654,-61.95676517858
2.5774149659863945,-61.662292,-61.3848797346632
2.6006349206349206,-60.261036,-60.1991839896648
2.6238548752834467,-58.708702,-59.1148990262402
2.647074829931973,-57.13157,-58.260072033245
2.670294784580499,-55.36692,-57.59846151432
2.693514739229025,-53.633568,-56.816784
2.716734693877551,-52.782925,-56.3914625
2.7399546485260773,-53.28544,-56.64272
2.7631746031746034,-53.646355,-56.8231775
2.786394557823129,-55.323265,-57.58604126301125
2.809614512471655,-58.564438,-59.02637041279221
2.8328344671201813,-57.603916,-58.4899979267528
2.8560544217687074,-55.883377,-57.75986199620645
2.879274376417233,-56.840836,-58.1296428589448
2.90249433106576,-55.133335,-57.53422266111125
2.9257142857142857,-53.123447,-56.5617235
2.948934240362812,-53.46827,-56.734135
2.972154195011338,-57.260574,-58.3206532404738
2.995374149659864,-66.49202,-66.49202
3.01859410430839,-76.38834,-76.38834
3.0418140589569163,-76.92463,-76.92463
3.0650340136054424,-77.200745,-77.200745
3.0882539682539685,-77.579575,-77.579575
3.111473922902494,-77.64888,-77.64888
3.13469387755102,-77.72168,-77.72168
3.1579138321995464,-77.22481,-77.22481
3.1811337868480725,-77.316414,-77.316414
3.2043537414965986,-77.33259,-77.33259
3.2275736961451247,-77.44997,-77.44997
3.250793650793651,-77.54258,-77.54258
3.274013605442177,-77.49852,-77.49852
3.297233560090703,-77.372444,-77.372444
3.320453514739229,-77.434814,-77.434814
3.3436734693877552,-77.272644,-77.272644
3.3668934240362813,-77.03555,-77.03555
3.3901133786848074,-77.183655,-77.183655
3.4133333333333336,-76.76977,-76.76977
3.436553287981859,-76.28763,-76.28763
3.4597732426303853,-76.52874,-76.52874
3.4829931972789114,-76.871086,-76.871086
3.506213151927437,-76.54419,-76.54419
3.529433106575964,-75.92027,-75.92027
3.5526530612244898,-75.095955,-75.095955
3.575873015873016,-74.83877,-74.83877
3.599092970521542,-73.36098,-73.36098
3.622312925170068,-69.16609,-69.16609
3.645532879818594,-64.875626,-64.84530594459379
3.66875283446712,-60.644207,-60.50390538294245
3.6919727891156464,-59.06789,-59.344358952605
3.715192743764173,-60.16743,-60.12697414024501
3.738412698412698,-61.199715,-60.97175205406125
3.761632653061224,-63.426216,-63.1566098039328
3.7848526077097504,-65.52436,-65.52436
3.808072562358277,-66.357376,-66.357376
3.831292517006802,-65.27096,-65.27096
3.8545124716553287,-64.75796,-64.70037916807999
3.877732426303855,-67.98527,-67.98527
3.900952380952381,-73.5139,-73.5139
3.924172335600907,-77.00994,-77.00994
3.947392290249433,-77.25475,-77.25475
3.9706122448979593,-76.89487,-76.89487
3.993832199546485,-76.72331,-76.72331
4.017052154195011,-75.994286,-75.994286
4.040272108843538,-75.75776,-75.75776
4.063492063492063,-77.03597,-77.03597
4.08671201814059,-77.647514,-77.647514
4.109931972789116,-78.0406,-78.0406
4.133151927437642,-78.32508,-78.32508
4.156371882086168,-78.11471,-78.11471
4.179591836734694,-77.94507,-77.94507
4.20281179138322,-77.91224,-77.91224
4.2260317460317465,-77.91726,-77.91726
4.249251700680272,-77.70741,-77.70741
4.272471655328798,-77.01539,-77.01539
4.295691609977324,-77.13623,-77.13623
4.31891156462585,-77.55775,-77.55775
4.342131519274377,-77.48925,-77.48925
4.365351473922902,-77.38697,-77.38697
4.388571428571429,-77.53736,-77.53736
4.4117913832199545,-77.779144,-77.779144
4.435011337868481,-77.881966,-77.881966
4.458231292517007,-77.60608,-77.60608
4.481451247165533,-77.735245,-77.735245
4.504671201814059,-77.770096,-77.770096
4.527891156462585,-77.248886,-77.248886
4.551111111111111,-77.16989,-77.16989
4.574331065759637,-75.45174,-75.45174
4.597551020408163,-70.24051,-70.24051
4.620770975056689,-65.129005,-65.129005
4.643990929705216,-63.08388,-62.78842579272
4.667210884353741,-64.65263,-64.571820795845
4.690430839002268,-68.099724,-68.099724
4.713650793650793,-68.08815,-68.08815
4.73687074829932,-74.31853,-74.31853
4.760090702947846,-74.15778,-74.15778
4.783310657596372,-63.669273,-63.42513296742645
4.806530612244898,-59.46626,-59.61393891938
4.829750566893424,-55.66995,-57.689929150125
4.85297052154195,-51.30459,-55.652295
4.876190476190477,-50.097507,-55.0487535
4.899410430839002,-52.04541,-56.022705
4.922630385487528,-55.59236,-57.66563451848
4.945850340136055,-61.738552,-61.4550421528352
4.96907029478458,-63.607716,-63.3565677368328
4.992290249433107,-61.30336,-61.06245736448
5.015510204081632,-60.906406,-60.7208830918418
5.038730158730159,-62.969093,-62.66759541213245
5.061950113378685,-63.963978,-63.758639579224194
5.085170068027211,-63.62849,-63.379664484005
5.108390022675737,-64.37896,-64.24298453408001
5.131609977324263,-64.46166,-64.34156549778
5.154829931972789,-63.40449,-63.132895108005
5.178049886621316,-63.882652,-63.6657383276552
5.201269841269841,-63.14987,-62.858486550845
5.224489795918367,-65.62845,-65.62845
5.2477097505668935,-67.24675,-67.24675
5.270929705215419,-64.22748,-64.06418935752
5.294149659863946,-54.81734,-57.40867
5.317369614512471,-51.96294,-55.98147
5.340589569160998,-53.808544,-56.904272
5.363809523809524,-57.118576,-58.2540622133888
5.38702947845805,-60.150608,-60.1140901384832
5.410249433106576,-65.64166,-65.64166
5.433469387755102,-65.4575,-65.4575
5.456689342403628,-62.37094,-62.05927282418
5.479909297052155,-65.67793,-65.67793
5.50312925170068,-69.233246,-69.233246
5.526349206349207,-67.24877,-67.24877
5.5495691609977325,-67.39882,-67.39882
5.572789115646258,-68.77833,-68.77833
5.596009070294785,-68.818504,-68.818504
5.61922902494331,-69.22913,-69.22913
5.642448979591837,-70.019875,-70.019875
5.6656689342403626,-70.84735,-70.84735
5.688888888888889,-72.06651,-72.06651
5.712108843537415,-72.797455,-72.797455
5.735328798185941,-74.41043,-74.41043
5.758548752834467,-72.13539,-72.13539
5.7817687074829935,-67.14369,-67.14369
5.804988662131519,-63.800243,-63.57227459295245
5.828208616780046,-62.371212,-62.0595413174472
5.851428571428571,-63.252342,-62.9681429242482
5.874648526077097,-66.20522,-66.20522
5.897868480725624,-70.75208,-70.75208
5.921088435374149,-74.369736,-74.369736
5.944308390022676,-75.71602,-75.71602
5.9675283446712015,-76.642944,-76.642944
5.990748299319728,-77.54214,-77.54214
6.013968253968254,-77.66184,-77.66184
6.03718820861678,-77.60593,-77.60593
6.060408163265306,-77.451675,-77.451675
6.0836281179138325,-77.05029,-77.05029
6.106848072562358,-77.17325,-77.17325
6.130068027210885,-77.09523,-77.09523
6.15328798185941,-76.38869,-76.38869
6.176507936507937,-76.48946,-76.48946
6.199727891156463,-77.412285,-77.412285
6.222947845804988,-77.74132,-77.74132
6.246167800453515,-77.780685,-77.780685
6.2693877551020405,-77.798676,-77.798676
6.292607709750567,-78.011024,-78.011024
6.315827664399093,-78.361496,-78.361496
6.339047619047619,-78.494125,-78.494125
6.362267573696145,-78.55195,-78.55195
6.385487528344672,-78.48902,-78.48902
6.408707482993197,-78.64884,-78.64884
6.431927437641724,-78.11189,-78.11189
6.455147392290249,-76.72404,-76.72404
6.478367346938776,-76.17782,-76.17782
6.501587301587302,-76.584,-76.584
6.524807256235827,-76.82497,-76.82497
6.548027210884354,-77.60741,-77.60741
6.57124716553288,-78.49794,-78.49794
6.594467120181406,-79.024254,-79.024254
6.617687074829932,-79.137054,-79.137054
6.640907029478458,-79.17507,-79.17507
6.664126984126984,-78.875534,-78.875534
6.687346938775511,-77.680336,-77.680336
6.710566893424036,-76.786736,-76.786736
6.733786848072563,-76.846924,-76.846924
6.757006802721088,-77.738686,-77.738686
6.780226757369615,-78.54524,-78.54524
6.8034467120181406,-78.908775,-78.908775
6.826666666666667,-79.01875,-79.01875
6.849886621315193,-79.11455,-79.11455
6.873106575963718,-79.4421,-79.4421
6.896326530612245,-79.497955,-79.497955
6.919546485260771,-79.40351,-79.40351
6.942766439909297,-79.29942,-79.29942
6.965986394557823,-79.23195,-79.23195
6.989206349206349,-78.763794,-78.763794
7.012426303854875,-77.81045,-77.81045
7.035646258503402,-76.88991,-76.88991
7.058866213151927,-76.61161,-76.61161
7.082086167800454,-76.51509,-76.51509
7.10530612244898,-76.751816,-76.751816
7.128526077097506,-77.73601,-77.73601
7.151746031746032,-78.747505,-78.747505
7.174965986394557,-79.19645,-79.19645
7.198185941043084,-79.42243,-79.42243
7.22140589569161,-79.55186,-79.55186
7.244625850340136,-79.6442,-79.6442
7.267845804988662,-79.63552,-79.63552
7.291065759637188,-79.565186,-79.565186
7.314285714285714,-79.52388,-79.52388
7.337505668934241,-79.41827,-79.41827
7.360725623582766,-79.22345,-79.22345
7.383945578231293,-79.14316,-79.14316
7.407165532879818,-79.34052,-79.34052
7.430385487528345,-79.40145,-79.40145
7.453605442176871,-79.63959,-79.63959
7.476825396825397,-79.79591,-79.79591
7.500045351473923,-79.8135,-79.8135
7.523265306122449,-79.761665,-79.761665
7.546485260770975,-79.7729,-79.7729
7.569705215419501,-79.78889,-79.78889
7.592925170068027,-79.81137,-79.81137
7.616145124716553,-79.828926,-79.828926
7.63936507936508,-79.73739,-79.73739
7.662585034013605,-79.57924,-79.57924
7.685804988662132,-79.48722,-79.48722
7.7090249433106575,-79.4717,-79.4717
7.732244897959184,-79.36753,-79.36753
7.75546485260771,-79.1877,-79.1877
7.778684807256236,-78.9229,-78.9229
7.801904761904762,-78.869484,-78.869484
7.825124716553288,-78.99746,-78.99746
7.848344671201814,-79.27143,-79.27143
7.87156462585034,-79.262146,-79.262146
7.894784580498866,-79.327126,-79.327126
7.918004535147392,-79.4986,-79.4986
7.9412244897959186,-79.70149,-79.70149
7.964444444444444,-79.78655,-79.78655
7.987664399092971,-79.7625,-79.7625
8.010884353741497,-79.76661,-79.76661
8.034104308390022,-79.77478,-79.77478
8.057324263038549,-79.743515,-79.743515
8.080544217687075,-79.752014,-79.752014
8.103764172335602,-79.73773,-79.73773
8.126984126984127,-79.737015,-79.737015
8.150204081632653,-79.73144,-79.73144
8.17342403628118,-79.707886,-79.707886
8.196643990929704,-79.72389,-79.72389
8.219863945578231,-79.74727,-79.74727
8.243083900226758,-79.72041,-79.72041
8.266303854875284,-79.7158,-79.7158
8.289523809523809,-79.643486,-79.643486
8.312743764172335,-79.66492,-79.66492
8.335963718820862,-79.76929,-79.76929
8.359183673469389,-79.701385,-79.701385
8.382403628117913,-79.65856,-79.65856
8.40562358276644,-79.66127,-79.66127
8.428843537414966,-79.75573,-79.75573
8.452063492063493,-79.71098,-79.71098
8.475283446712018,-79.670395,-79.670395
8.498503401360544,-79.67287,-79.67287
8.52172335600907,-79.74961,-79.74961
8.544943310657596,-79.71552,-79.71552
8.568163265306122,-79.6727,-79.6727
8.591383219954649,-79.64773,-79.64773
8.614603174603175,-79.685486,-79.685486
8.6378231292517,-79.69187,-79.69187
8.661043083900227,-79.68954,-79.68954
8.684263038548753,-79.71817,-79.71817
8.70748299319728,-79.652695,-79.652695
8.730702947845804,-79.64029,-79.64029
8.753922902494331,-79.65019,-79.65019
8.777142857142858,-79.66518,-79.66518
8.800362811791382,-79.64547,-79.64547
8.823582766439909,-79.66407,-79.66407
8.846802721088435,-79.68638,-79.68638
8.870022675736962,-79.63832,-79.63832
8.893242630385487,-79.64158,-79.64158
8.916462585034013,-79.61954,-79.61954
8.93968253968254,-79.631,-79.631
8.962902494331066,-79.492805,-79.492805
8.986122448979591,-79.5416,-79.5416
9.009342403628118,-79.60737,-79.60737
9.032562358276644,-79.60621,-79.60621
9.05578231292517,-79.61912,-79.61912
9.079002267573696,-79.62446,-79.62446
9.102222222222222,-79.62594,-79.62594
9.125442176870749,-79.54584,-79.54584
9.148662131519274,-79.50294,-79.50294
9.1718820861678,-79.53629,-79.53629
9.195102040816328,-79.507996,-79.507996
9.218321995464851,-79.49646,-79.49646
9.241541950113378,-79.47073,-79.47073
9.264761904761905,-79.49388,-79.49388
9.287981859410433,-79.53749,-79.53749
9.311201814058958,-79.584465,-79.584465
9.334421768707482,-79.58757,-79.58757
9.357641723356007,-79.6164,-79.6164
9.380861678004536,-79.63809,-79.63809
9.404081632653062,-79.65601,-79.65601
9.427301587301589,-79.64445,-79.64445
9.450521541950112,-79.67868,-79.67868
9.47374149659864,-79.652695,-79.652695
9.496961451247165,-79.64861,-79.64861
9.520181405895691,-79.66187,-79.66187
9.543401360544218,-79.60784,-79.60784
9.566621315192744,-79.63657,-79.63657
9.58984126984127,-79.64443,-79.64443
9.613061224489796,-79.68269,-79.68269
9.636281179138322,-79.64024,-79.64024
9.659501133786849,-79.63098,-79.63098
9.682721088435374,-79.603905,-79.603905
9.7059410430839,-79.52509,-79.52509
9.729160997732428,-79.46378,-79.46378
9.752380952380951,-79.551125,-79.551125
9.775600907029478,-79.631966,-79.631966
9.798820861678005,-79.65998,-79.65998
9.822040816326531,-79.69656,-79.69656
9.845260770975056,-79.72773,-79.72773
9.868480725623582,-79.720146,-79.720146
9.891700680272107,-79.719864,-79.719864
9.914920634920636,-79.72978,-79.72978
9.93814058956916,-79.69216,-79.69216
9.961360544217689,-79.710075,-79.710075
9.984580498866212,-79.76819,-79.76819
10.00780045351474,-79.76418,-79.76418
10.031020408163265,-79.75556,-79.75556
10.054240362811791,-79.756966,-79.756966
10.077460317460318,-79.68948,-79.68948
10.100680272108844,-79.59856,-79.59856
10.12390022675737,-79.53576,-79.53576
10.147120181405896,-79.431366,-79.431366
10.170340136054422,-79.41159,-79.41159
10.193560090702949,-79.411224,-79.411224
10.216780045351474,-79.466866,-79.466866
10.24,-79.48417,-79.48417
10.263219954648529,-79.5022,-79.5022
10.286439909297052,-79.5994,-79.5994
10.309659863945578,-79.70786,-79.70786
10.332879818594105,-79.72159,-79.72159
10.356099773242631,-79.73918,-79.73918
10.379319727891156,-79.76692,-79.76692
10.402539682539684,-79.8048,-79.8048
10.425759637188207,-79.703964,-79.703964
10.448979591836734,-79.71058,-79.71058
10.47219954648526,-79.73832,-79.73832
10.495419501133789,-79.78253,-79.78253
10.518639455782314,-79.785805,-79.785805
10.541859410430838,-79.794785,-79.794785
10.565079365079365,-79.76273,-79.76273
10.588299319727891,-79.76214,-79.76214
10.611519274376418,-79.74431,-79.74431
10.634739229024945,-79.61544,-79.61544
10.65795918367347,-79.63753,-79.63753
10.681179138321996,-79.55102,-79.55102
10.704399092970522,-79.555405,-79.555405
10.727619047619047,-79.61381,-79.61381
10.750839002267574,-79.63522,-79.63522
10.7740589569161,-79.71229,-79.71229
10.797278911564623,-79.73916,-79.73916
10.820498866213152,-79.66218,-79.66218
10.843718820861678,-79.6387,-79.6387
10.866938775510205,-79.662605,-79.662605
10.89015873015873,-79.71094,-79.71094
10.913378684807256,-79.77974,-79.77974
10.936598639455784,-79.75084,-79.75084
10.95981859410431,-79.6977,-79.6977
10.983038548752834,-79.4472,-79.4472
11.00625850340136,-79.35713,-79.35713
11.029478458049889,-79.36151,-79.36151
11.052698412698414,-79.36851,-79.36851
11.075918367346938,-79.32533,-79.32533
11.099138321995463,-79.407715,-79.407715
11.122358276643991,-79.41878,-79.41878
11.145578231292516,-79.354256,-79.354256
11.168798185941045,-79.41703,-79.41703
11.19201814058957,-79.34768,-79.34768
11.215238095238096,-79.09186,-79.09186
11.23845804988662,-79.22754,-79.22754
11.261678004535147,-79.42641,-79.42641
11.284897959183674,-79.5345,-79.5345
11.3081179138322,-79.550186,-79.550186
11.331337868480723,-79.44374,-79.44374
11.354557823129252,-79.33807,-79.33807
11.377777777777778,-79.2405,-79.2405
11.400997732426305,-79.35382,-79.35382
11.42421768707483,-79.35476,-79.35476
11.447437641723356,-79.248314,-79.248314
11.470657596371884,-79.00387,-79.00387
11.493877551020407,-78.41563,-78.41563
11.517097505668934,-78.7944,-78.7944
11.54031746031746,-79.47805,-79.47805
11.563537414965989,-79.56277,-79.56277
11.586757369614512,-79.56621,-79.56621
11.609977324263038,-79.585014,-79.585014
11.633197278911563,-79.561844,-79.561844
11.656417233560092,-79.57291,-79.57291
11.679637188208616,-79.46406,-79.46406
11.702857142857145,-79.51286,-79.51286
11.72607709750567,-79.5854,-79.5854
11.749297052154194,-79.60358,-79.60358
11.77251700680272,-79.45826,-79.45826
11.795736961451247,-79.18819,-79.18819
11.818956916099774,-78.76544,-78.76544
11.8421768707483,-78.631546,-78.631546
11.865396825396823,-79.11081,-79.11081
11.888616780045352,-79.5226,-79.5226
11.911836734693878,-79.62886,-79.62886
11.935056689342405,-79.56123,-79.56123
11.95827664399093,-79.56924,-79.56924
11.981496598639456,-79.595245,-79.595245
12.004716553287984,-79.46153,-79.46153
12.027936507936507,-79.426735,-79.426735
12.051156462585034,-79.404305,-79.404305
12.07437641723356,-79.36311,-79.36311
12.097596371882084,-79.42099,-79.42099
12.120816326530612,-79.397194,-79.397194
12.144036281179138,-79.33271,-79.33271
12.167256235827663,-79.52425,-79.52425
12.19047619047619,-79.43762,-79.43762
12.213696145124716,-79.170906,-79.170906
12.236916099773245,-79.335175,-79.335175
12.26013605442177,-79.2531,-79.2531
12.283356009070294,-79.4108,-79.4108
12.30657596371882,-78.13261,-78.13261
12.329795918367347,-78.319374,-78.319374
12.353015873015874,-78.72677,-78.72677
12.3762358276644,-78.75296,-78.75296
12.399455782312923,-79.57799,-79.57799
12.422675736961452,-79.66869,-79.66869
12.445895691609977,-79.64481,-79.64481
12.469115646258505,-79.613,-79.613
12.49233560090703,-79.60687,-79.60687
12.515555555555556,-79.60976,-79.60976
12.53877551020408,-79.687645,-79.687645
12.561995464852608,-79.646965,-79.646965
12.585215419501134,-79.37665,-79.37665
12.60843537414966,-79.47876,-79.47876
12.631655328798184,-79.58621,-79.58621
12.654875283446712,-79.52288,-79.52288
12.67809523809524,-79.39793,-79.39793
12.701315192743763,-79.227936,-79.227936
12.72453514739229,-79.26998,-79.26998
12.747755102040816,-79.36799,-79.36799
12.770975056689345,-79.39629,-79.39629
12.794195011337868,-79.33729,-79.33729
12.817414965986394,-79.36039,-79.36039
12.84063492063492,-79.32043,-79.32043
12.863854875283447,-79.52443,-79.52443
12.887074829931972,-79.61357,-79.61357
12.9102947845805,-79.616684,-79.616684
12.933514739229024,-79.63253,-79.63253
12.956734693877552,-79.67546,-79.67546
12.979954648526077,-79.61218,-79.61218
13.003174603174603,-79.20349,-79.20349
13.02639455782313,-78.791176,-78.791176
13.049614512471654,-79.34746,-79.34746
13.07283446712018,-79.573555,-79.573555
13.096054421768708,-79.6528,-79.6528
13.119274376417234,-79.627075,-79.627075
13.14249433106576,-79.639595,-79.639595
13.165714285714284,-79.61859,-79.61859
13.188934240362812,-79.50991,-79.50991
13.21215419501134,-78.80424,-78.80424
13.235374149659863,-79.01573,-79.01573
13.25859410430839,-78.79987,-78.79987
13.281814058956916,-78.06146,-78.06146
13.305034013605445,-77.87156,-77.87156
13.328253968253968,-77.665306,-77.665306
13.351473922902494,-77.782074,-77.782074
13.37469387755102,-77.90471,-77.90471
13.397913832199546,-77.865105,-77.865105
13.421133786848072,-77.793304,-77.793304
13.4443537414966,-77.71698,-77.71698
13.467573696145124,-77.72221,-77.72221
13.49079365079365,-77.71506,-77.71506
13.514013605442177,-77.93464,-77.93464
13.537233560090703,-77.93874,-77.93874
13.56045351473923,-78.24109,-78.24109
13.583673469387756,-78.84086,-78.84086
13.60689342403628,-79.04637,-79.04637
13.630113378684808,-79.21428,-79.21428
13.653333333333334,-79.24319,-79.24319
13.67655328798186,-79.39186,-79.39186
13.699773242630386,-78.928764,-78.928764
13.722993197278912,-78.443306,-78.443306
13.746213151927437,-78.184784,-78.184784
13.769433106575963,-78.291145,-78.291145
13.79265306122449,-77.90703,-77.90703
13.815873015873017,-77.68175,-77.68175
13.83909297052154,-77.99131,-77.99131
13.862312925170068,-78.02038,-78.02038
13.885532879818594,-78.38262,-78.38262
13.90875283446712,-78.688965,-78.688965
13.931972789115646,-78.88744,-78.88744
13.955192743764172,-78.951126,-78.951126
13.9784126984127,-78.54158,-78.54158
14.001632653061224,-75.72726,-75.72726
14.02485260770975,-76.414444,-76.414444
14.048072562358277,-79.001236,-79.001236
14.071292517006803,-79.30508,-79.30508
14.094512471655328,-79.5486,-79.5486
14.117732426303856,-79.608246,-79.608246
14.14095238095238,-79.570366,-79.570366
14.164172335600908,-79.565506,-79.565506
14.187392290249432,-79.52913,-79.52913
14.21061224489796,-79.46852,-79.46852
14.233832199546486,-79.48922,-79.48922
14.257052154195012,-79.44381,-79.44381
14.280272108843535,-79.4705,-79.4705
14.303492063492063,-79.441055,-79.441055
14.32671201814059,-79.45201,-79.45201
14.349931972789117,-79.48674,-79.48674
14.37315192743764,-79.345535,-79.345535
14.396371882086168,-79.400276,-79.400276
14.419591836734694,-79.3227,-79.3227
14.44281179138322,-79.37473,-79.37473
14.466031746031746,-79.41488,-79.41488
14.489251700680272,-79.41486,-79.41486
14.5124716553288,-79.44755,-79.44755
14.535691609977324,-79.414055,-79.414055
14.55891156462585,-79.38727,-79.38727
14.582131519274377,-79.19995,-79.19995
14.605351473922903,-79.13791,-79.13791
14.628571428571428,-79.32278,-79.32278
14.651791383219956,-78.97424,-78.97424
14.67501133786848,-78.75067,-78.75067
14.698231292517006,-79.086975,-79.086975
14.721451247165533,-79.35471,-79.35471
14.74467120181406,-79.38398,-79.38398
14.767891156462586,-79.419205,-79.419205
14.79111111111111,-79.412865,-79.412865
14.814331065759635,-79.33291,-79.33291
14.837551020408164,-79.39688,-79.39688
14.86077097505669,-79.41375,-79.41375
14.883990929705217,-79.39544,-79.39544
14.90721088435374,-79.41117,-79.41117
14.930430839002268,-79.3988,-79.3988
14.953650793650796,-79.43118,-79.43118
14.97687074829932,-78.27143,-78.27143
15.000090702947846,-77.46698,-77.46698
15.023310657596372,-78.79489,-78.79489
15.046530612244895,-79.41107,-79.41107
15.069750566893424,-79.066284,-79.066284
15.09297052154195,-77.87395,-77.87395
15.116190476190477,-75.88295,-75.88295
15.139410430839002,-73.575035,-73.575035
15.162630385487528,-72.523705,-72.523705
15.185850340136057,-72.59102,-72.59102
15.20907029478458,-73.76795,-73.76795
15.232290249433106,-74.77488,-74.77488
15.255510204081633,-75.85686,-75.85686
15.27873015873016,-75.22066,-75.22066
15.301950113378684,-74.5577,-74.5577
15.32517006802721,-75.37987,-75.37987
15.348390022675735,-75.584435,-75.584435
15.371609977324264,-75.086555,-75.086555
15.394829931972788,-75.10778,-75.10778
15.418049886621317,-75.87533,-75.87533
15.44126984126984,-76.37694,-76.37694
15.464489795918368,-75.87091,-75.87091
15.487709750566893,-76.01686,-76.01686
15.51092970521542,-76.80526,-76.80526
15.534149659863946,-77.3134,-77.3134
15.557369614512472,-76.683464,-76.683464
15.580589569160995,-75.87724,-75.87724
15.603809523809524,-74.83877,-74.83877
15.62702947845805,-70.791725,-70.791725
15.650249433106575,-66.92879,-66.92879
15.673469387755102,-64.92681,-64.908780338805
15.696689342403628,-64.72974,-64.66582702338
15.719909297052157,-64.83436,-64.79432183048
15.74312925170068,-65.860245,-65.860245
15.766349206349206,-66.10765,-66.10765
15.789569160997733,-67.45931,-67.45931
15.81278911564626,-71.12471,-71.12471
15.836009070294784,-75.4458,-75.4458
15.85922902494331,-76.2021,-76.2021
